metabolite,1.1.DD.0hr.1x.2026.05.28,1.1.DD.168hr.1x.2026.05.28,1.1.DD.24hr.1x.2026.05.28,1.1.DD.72hr.1x.2026.05.28,1.1.P.0hr.1x.2026.05.28,1.1.P.168hr.1x.2026.05.28,1.1.P.24hr.1x.2026.05.28,1.1.P.72hr.1x.2026.05.28,1.2.DD.0hr.1x.2026.05.28,1.2.DD.168hr.1x.2026.05.28,1.2.DD.24hr.1x.2026.05.28,1.2.DD.72hr.1x.2026.05.28,1.2.P.0hr.1x.2026.05.28,1.2.P.168hr.1x.2026.05.28,1.2.P.24hr.1x.2026.05.28,1.2.P.72hr.1x.2026.05.28,2.1.DD.0hr.1x.2026.05.28,2.1.DD.168hr.1x.2026.05.28,2.1.DD.24hr.1x.2026.05.28,2.1.DD.72hr.1x.2026.05.28,2.1.P.0hr.1x.2026.05.28,2.1.P.168hr.1x.2026.05.28,2.1.P.24hr.1x.2026.05.28,2.1.P.72hr.1x.2026.05.28,2.2.DD.0hr.1x.2026.05.28,2.2.DD.168hr.1x.2026.05.28,2.2.DD.24hr.1x.2026.05.28,2.2.DD.72hr.1x.2026.05.28,2.2.P.0hr.1x.2026.05.28,2.2.P.168hr.1x.2026.05.28,2.2.P.24hr.1x.2026.05.28,2.2.P.72hr.1x.2026.05.28,5.5.WT.0hr.1x.2026.05.28,5.5.WT.168hr.1x.2026.05.28,5.5.WT.24hr.1x.2026.05.28,5.5.WT.72hr.1x.2026.05.28,5.6.WT.0hr.1x.2026.05.28,5.6.WT.168hr.1x.2026.05.28,5.6.WT.24hr.1x.2026.05.28,5.6.WT.72hr.1x.2026.05.28,6.5.WT.0hr.1x.2026.05.28,6.5.WT.168hr.1x.2026.05.28,6.5.WT.24hr.1x.2026.05.28,6.5.WT.72hr.1x.2026.05.28,6.6.WT.0hr.1x.2026.05.28,6.6.WT.168hr.1x.2026.05.28,6.6.WT.24hr.1x.2026.05.28,6.6.WT.72hr.1x.2026.05.28
106.08143@9.51,25960,38190,40730,42450,34320,64880,46150,43550,28660,57250,38680,58930,33530,46380,47740,46850,27280,46240,46680,43070,31900,66700,64680,73000,29880,46890,48680,44730,31930,61620,59910,70560,24240,24470,31510,34940,35050,23350,30470,30680,21950,37080,46450,34930,22550,30470,43330,38180
296.233@9.51,10020,20970,23890,25180,15030,26810,27390,26190,12830,24050,20420,24730,16250,27670,31150,30120,10050,29690,29750,27730,14510,56270,53870,63790,12840,28680,30710,28650,14560,43400,47960,29160,7494,6206,10470,12350,6052,5877,10230,10370,6002,12560,22350,12710,6772,9736,21080,15650
555.52242@9.51,16970,56750,66490,69670,38710,79320,80570,76870,25700,59840,52990,64320,40190,79020,89330,87430,17650,88650,84430,79410,34380,159500,157200,183700,26500,86510,91580,82010,38080,137200,139100,85720,9037,7926,20340,26070,6314,6642,17840,17960,7007,27130,66980,27040,8183,21240,60090,40640
275.24284@9.51,39540,0,2540,96980,0,0,1730,87760,0,25320,0,72440,0,1694,59470,0,0,0,0,0,1373,3610,2068,4688,0,3765,0,0,0,1408,3609,2967,130000,0,141300,85520,0,0,77590,0,0,0,0,52360,0,73250,53800,36800
256.25203@9.51,61830,99940,100800,105500,80170,106800,107800,105300,68090,99180,94250,102600,79780,119800,113900,111300,66240,114600,112800,110500,75300,172400,166400,184000,71040,113300,120800,117400,79810,151000,157200,120400,50100,48360,65780,71320,43820,45760,61710,63000,46290,72120,102200,68980,48050,67900,100000,82910
276.27289@9.51,149200,227700,234300,242600,193900,250400,252400,247300,166400,235900,218900,234500,197600,256600,263800,263100,95680,262700,258800,248400,185700,353000,339400,365800,173100,251400,269600,256900,182700,312700,326700,263000,79400,74060,154300,165700,74650,70680,149200,151200,74570,165000,224000,165500,116500,150000,214600,188900
278.2564@9.51,0,1033,0,0,583.5,808.8,1214,861.3,0,0,982.1,663.6,917.9,1035,849.8,1047,524.2,0,1501,926,703.2,1265,1278,1401,0,888.4,1082,1008,805.7,1914,1573,855.2,456.1,434.5,548.9,682.2,474.4,394.5,548.5,598.7,425.3,648.2,717.7,530.7,410.6,512.4,1142,1208
390.28514@9.51,321,11450,1322,1977,0,4491,0,699.9,310.3,13390,12620,20170,0,0,0,0,169.1,0,904.3,0,0,0,0,0,324.6,0,286.4,0,0,0,0,0,0,2025,518.2,0,0,1275,1448,2340,0,197.6,0,0,0,208.9,188.1,0
257.24239@9.52,11750,6776,0,0,15510,11110,10820,10760,0,6784,0,6673,8527,11000,11950,11960,7043,0,9538,10390,8126,16320,16190,17600,7517,11850,11840,21760,8296,15030,14600,11780,0,5538,12300,8103,5092,5297,6772,6413,8553,8199,20860,5067,10290,6900,10650,7067
554.52268@9.51,0,10590,0,0,8352,17130,16850,16810,0,11050,0,10670,9087,18230,19370,19100,3500,0,17330,17840,7436,35840,32000,40660,4885,18860,18070,0,8078,26320,25840,17610,0,1633,4627,5914,1398,1448,3819,0,1681,6231,15310,5029,1903,4713,13540,8268
275.46419@9.51,0,29310,0,0,23920,40020,33320,40460,22520,34010,32210,33830,29240,36050,34800,28190,14840,0,40310,30480,25000,39350,37650,38570,22190,33690,40990,0,19830,0,34170,37020,0,0,21110,19670,0,0,15800,0,11280,22170,28150,17370,11500,19600,27040,21400
230.21803@9.52,834.8,685.5,785,1021,220900,266000,250900,240600,0,824.9,0,878.5,250500,148200,275000,170100,210000,183200,0,336400,104400,147800,172900,385900,228400,183700,193800,188600,200600,213100,346500,303400,209800,207100,247400,116500,138300,128800,229300,235500,288100,299100,363400,309000,0,0,380500,834.1
571.49788@9.52,0,1233,0,0,953,2471,2531,2370,0,1364,1028,1269,934.4,2147,2868,2673,773.7,6800,1934,1865,902.6,6496,6432,8077,977.4,6774,8091,6610,977.8,4594,5041,2589,0,0,0,596.9,0,0,0,0,0,537.2,2131,428.2,0,465.9,2389,637.8
287.04872@9.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,629.7,124.5,254.4,0,0,150.2,0,0,0,0,261.7,0,319.7,0,0,0,0,0,0,0,0,0,0,0,405.9,0,229.6,0,0,0,0
835.76699@9.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,0,355.4,0,259.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
859.70693@9.54,0,275.5,1064,264.8,0,0,178.8,0,0,260.1,448.5,280.9,0,0,0,0,0,0,318.9,420.1,0,0,365.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.4,0,135.9,0,153.5,0,154.5
511.49326@9.54,0,787.5,970.1,1096,555.8,1027,903.6,851,0,770,743.5,933,628.4,1054,1138,1204,0,1436,1377,1441,462.6,2613,2611,3392,311.7,1383,1616,1355,401.3,2654,2161,1303,0,0,357.3,464.3,200.6,0,375,0,230,676.3,1525,785.8,352.3,626.6,1559,0
320.29544@9.55,0,0,0,0,24400,18600,35680,19810,0,0,0,0,24050,43520,40220,39970,24950,41450,0,18510,25030,35760,36930,44880,16400,44720,44250,35640,24550,40600,38440,26910,10950,9699,20550,24790,7840,8772,11780,13230,7958,21920,25020,0,8416,10760,22220,12710
231.2395@9.54,0,0,0,0,26640,30920,30980,28070,0,0,0,0,31540,37340,36230,42720,25480,0,28030,37390,29140,50520,80370,61350,27550,46800,45990,47480,25620,54420,53750,42010,27570,27700,33850,36000,34850,30030,43720,30930,40090,42080,53720,30160,51860,33300,50990,38370
598.53844@9.54,0,542,0,584.1,271.3,762.5,808,621.7,223.8,591.7,0,0,294.7,824.2,843.1,717.9,0,0,942.9,929.7,0,2065,1861,2358,0,889.9,782,828.2,0,2063,1448,868.1,0,0,0,252.2,0,0,181.2,0,0,0,738.9,356.1,0,333.2,858.8,574.8
599.54107@9.55,704.3,2661,2629,3009,1285,3070,3273,3074,928.4,2367,2285,2917,1347,3288,3662,3420,549.6,3931,3440,3560,1233,9499,8616,11360,0,3873,4191,4104,1080,7537,6618,3462,0,0,869.3,1113,0,0,609.9,682.6,195.5,1144,2831,989.6,247,1088,2976,1758
860.70636@9.55,0,142.6,631.8,175.8,0,0,0,0,0,136.9,226.2,175.2,0,0,0,0,0,0,182.4,177.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
529.50646@9.54,0,0,0,0,0,158.9,147.3,0,0,0,0,0,0,145.2,163.5,0,0,0,0,224.6,0,392.3,315.4,334,0,195.9,0,0,0,0,275.4,162.9,0,0,0,0,0,0,0,0,0,146.1,172.9,0,0,0,0,163.8
340.26428@9.55,5935,15750,14290,15070,7197,14570,15680,15140,6310,13670,14180,17630,7672,18090,18040,17370,5688,17280,18340,18250,7423,35640,36810,43210,6595,18570,19760,20420,6765,31520,30290,15560,3007,2590,5435,7600,2163,2309,4453,4496,2338,5612,14070,4572,2760,5335,15110,7834
318.4947@9.55,0,0,0,0,13880,17150,21550,16140,0,0,0,0,14220,25280,25950,22130,0,27570,0,28910,13950,36500,33070,28140,0,28250,25720,24060,14370,30000,28760,23450,0,0,0,15130,0,0,0,0,0,13690,23230,0,0,0,22620,0
274.30708@9.55,289100,1562000,1254000,1452000,290100,290100,1365000,290100,287000,290100,810000,290100,290100,290100,290100,290100,290100,1521000,290100,290100,1234000,261100,1675000,1710000,1268000,1410000,290100,290100,290100,290100,1856000,1597000,289700,289800,290100,290100,289800,289800,290100,290000,290000,1168000,1417000,1245000,290100,1144000,1422000,1223000
272.246@9.57,1027,1419,1381,1662,0,0,0,0,1031,1303,1401,1456,3163,0,2228,2131,13270,23280,0,0,0,0,0,2980,13810,20590,21600,21830,2257,4536,3268,0,3120,2264,3883,0,2211,2675,2673,3229,0,0,0,0,0,0,0,0
230.24276@9.55,199900,273700,276400,285300,142200,164900,158800,152300,248400,266800,266900,274200,152200,280700,159800,297200,126700,0,316100,186800,231300,360100,359100,224000,137500,317500,331900,324800,0,372000,202000,181800,0,136100,152400,264300,244000,224400,150200,0,184400,183400,213400,165400,346900,315700,211700,344100
269.10054@9.56,215.9,0,0,0,0,0,190.7,0,231.5,214.9,0,0,201.2,0,230.7,0,0,0,194.2,0,0,172.7,186.6,0,0,175.3,0,0,0,0,0,276.4,375.4,2578,16290,4282,623,4458,10150,2797,1104,1218,792.1,1114,950.4,2252,1023,1503
318.29865@9.56,440600,641600,567600,597600,468400,566900,575000,566700,436700,589500,570300,610900,475800,637200,601000,602000,471100,0,614300,620700,467500,778500,728000,774800,452000,623300,654700,688200,440800,719900,709800,618600,348400,331900,423800,465500,298800,311700,390200,393000,305600,433300,586200,399500,325400,442300,608600,493000
361.29387@9.56,0,3395,2336,3219,1901,1444,2230,2761,1663,2210,2255,1375,1302,1959,2790,2688,1999,2700,2485,2953,1953,3651,2127,4092,1758,2984,2979,3389,2324,3683,2939,1910,1124,1414,1862,1923,996.2,1030,1283,1163,1065,1522,3025,1121,1125,1925,3116,1835
569.53472@9.56,0,0,0,0,0,204.1,307.7,212.3,0,0,0,0,0,286.7,405.6,350.2,0,0,0,275,0,1456,1436,1892,0,308.5,264.1,236.6,0,1181,963.4,339.8,0,0,120.1,148.1,0,0,0,0,0,172.4,441.4,0,0,0,304.8,159.6
319.29118@9.56,0,139200,226300,239600,118700,156200,158100,223900,150800,226200,0,255600,121700,177700,170900,172200,101400,0,122600,264800,121000,361100,346200,382000,155900,185200,172100,293200,112900,341200,322100,254100,0,63310,106800,128400,62220,57290,92300,0,63270,113700,240800,77080,69680,156600,249200,109400
321.28186@9.57,1287,2481,0,3065,1822,2368,2492,2435,0,2025,0,2150,1890,2911,2775,3001,0,0,2551,3524,1786,5903,4301,6302,0,3569,2963,0,1688,0,3876,2853,0,0,1397,1898,803.2,916.1,1261,0,846.2,1615,2808,1079,1033,1791,2826,1717
232.24053@9.56,1878,2944,4855,2572,2305,3020,2602,2638,2399,3033,2215,4736,2773,0,3122,0,0,0,3856,4592,2476,4901,4364,0,0,3989,0,0,3268,0,0,0,3572,0,0,3114,0,0,2426,0,3574,3953,4600,3986,4878,4268,5594,4228
364.31807@9.58,0,0,0,0,1131,1364,1574,1350,0,0,0,0,1471,2324,1799,2144,1257,1959,0,0,1135,3216,3537,4367,1202,2860,2562,3145,1107,3685,3169,2019,663.9,797.9,1016,1219,595.4,713,796.3,841.9,592.5,991.5,1946,0,0,0,1960,0
570.50682@9.58,0,0,0,0,0,147.7,0,0,0,0,0,0,0,169.1,223,217.2,147.7,1137,0,0,0,882.9,823.1,1189,226,1101,1327,1137,0,628.9,0,0,0,0,132,0,0,0,0,124.3,114.8,0,348.5,0,0,135.8,333.4,0
378.29789@9.57,1535,3237,2496,2681,0,240.3,0,238.7,1522,2082,2436,2461,179.4,251.3,300.6,0,1140,0,2284,3573,220.2,366,403.3,446.9,0,3357,2902,3526,0,0,166.1,0,0,343.2,353.9,443.9,261,192.8,0,275.5,0,535,543.9,350,312.3,419.7,850.2,499.2
513.82496@9.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,515.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
535.83903@9.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186.21402@9.58,1275,1857,2845,1786,1523,1305,2515,2182,1928,1526,2713,1564,1847,1642,1858,2901,1721,4943,2380,2494,1500,1347,1413,1227,1707,4002,2274,1720,1498,1568,1356,810.4,4180,3060,3769,3092,3041,2912,3505,2030,3221,3359,2954,2516,3649,4993,2403,1492
615.53464@9.59,0,0,663.2,0,0,0,0,0,0,335.9,0,0,0,0,0,0,0,0,696.5,995.3,0,603,724.9,818.7,0,1016,926.1,951.3,0,266.3,242.1,0,0,0,0,0,0,0,0,0,0,0,167.1,0,0,0,203.6,0
334.27306@9.59,33690,59960,53570,56200,2545,2753,2042,2293,35680,46240,49240,46980,4509,3350,4200,4005,35460,46010,47000,63300,5379,7451,8680,8761,28150,55190,49640,61130,1553,6064,4797,3457,4037,4804,7426,8319,3016,4703,6086,5838,2648,9364,12900,7559,8109,7965,17250,10850
406.33311@9.59,0,2487,1192,0,843.7,1088,1070,972.8,0,799.5,1704,1971,726.2,2298,1553,1535,989.5,1450,1541,2151,1147,3551,3474,3724,726.9,2163,1693,2333,742.3,3325,2486,1793,444.9,937.4,656.9,1395,609.7,864.4,463.6,612,583.9,1255,1757,561.4,388.3,1076,2509,822.5
384.29266@9.59,1096,2748,1848,2067,940.1,1886,1893,1649,897.3,1768,1988,2449,761.4,2565,2096,2138,774.3,2269,2390,2483,765.9,5205,5417,6496,715.3,2806,2948,3263,552.7,4836,3888,1845,427,475.1,615.1,1229,352.5,0,436.4,496.3,354,1122,2049,580.3,409.8,1014,2422,1245
320.29362@9.59,15340,42570,21130,22050,0,34240,0,21750,16130,24210,35150,27340,0,0,0,0,0,0,40030,43090,0,42150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15190,0,13650,0,16850,27350,25810
362.31474@9.59,46670,99770,72890,79980,46840,64800,68680,63240,40950,71020,78390,92590,44850,95880,81190,82440,51310,88340,85250,96730,48480,155600,144800,169900,43240,107400,98280,119800,43020,143400,124900,82590,25750,29750,35680,52530,22490,25440,27110,30820,21860,44490,81340,31700,20880,49420,92250,51020
243.2268@9.59,0,0,0,0,0,742.9,308.3,339.6,0,0,5500,751.4,613.9,421.7,417.6,345.7,2400,0,5475,2647,802.1,1785,2152,974.1,2219,3675,5291,3351,337.3,688.1,1297,452.3,463.5,418.2,601.2,531,418.8,926.5,630.9,529.8,412.5,770,1083,671.2,877.9,512.5,923.6,1946
288.28528@9.61,0,0,0,0,142600,0,0,172300,0,0,0,0,115600,190300,186500,201900,113500,150200,0,0,122600,0,0,0,107900,172600,173300,184500,166000,238900,222300,183500,214600,179000,203800,219900,152700,181700,183600,210100,5544,219800,0,0,0,0,0,0
316.25617@9.59,3611,6437,5816,6152,399.8,647.9,537.9,406.1,3571,5142,5303,5226,553.9,677.4,618.2,580.4,3510,0,5743,7012,796,1349,1216,1434,3137,6069,5809,6779,466.2,0,1061,0,0,0,0,1105,413.5,0,626.2,592.5,417.8,867,1282,700,862.1,844.1,1652,1089
292.25104@9.6,0,6325,0,0,648.4,504.8,473.8,626.2,0,6391,0,11400,1479,593.7,795.3,770.8,6253,0,7678,10400,2286,1836,2157,2682,5948,9953,12850,8663,643.3,2024,1632,1030,0,816.4,1542,1439,772.7,960.9,1214,1213,696.5,1695,2942,1990,1746,1045,3468,1924
290.26531@9.6,296800,400100,428600,443300,32050,30000,25280,29690,338000,401100,394000,377800,78790,29900,39870,36070,302800,400000,408600,433900,102900,95890,102600,108300,290800,406200,410600,408100,26940,76080,66620,44940,61030,42550,91970,92430,34100,63310,81730,50540,43240,78810,145900,101900,101600,80030,159900,135700
242.23716@9.6,20930,29420,34120,35530,3094,3081,3104,4449,25640,29590,30060,27180,6082,4481,3784,3754,20740,0,30550,33880,7272,8917,9483,9980,20310,30640,29510,30140,3552,6507,7045,5407,3459,3178,5325,6115,2961,3677,5722,4099,4603,7215,9925,7129,7532,6212,10680,9877
291.25255@9.6,0,107100,0,0,5170,4499,4068,4537,0,49920,0,0,10660,4691,6175,5959,49360,0,59780,121900,14700,15750,16420,16980,48070,77390,102400,66340,4275,0,10370,10760,0,6581,11960,11500,5447,7478,13540,0,6181,12770,18830,8575,14380,10240,29040,14620
289.28339@9.61,0,0,0,0,45440,42850,51260,43340,0,0,0,0,27820,58580,48390,59110,24780,38620,0,0,27760,112400,105800,122900,23260,47130,44560,49330,39780,101500,99970,54280,34250,44000,56210,63930,37250,45220,52260,55780,2808,65120,124600,0,0,0,112100,0
763.38428@9.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1387,1084,1102,0,207.5,180.2,194.4,0,1197,919.8,973.1,0,248.6,243.9,359.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
571.65153@9.61,0,229.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396.7,0,0,0,0,0,0,0,177.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
765.39887@9.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1036,826.6,954.5,0,165.2,196.5,187.5,0,795.4,870.9,943.4,0,256.7,223.6,279.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363.30517@9.62,7648,16820,11170,11510,0,9791,0,9631,9060,11610,13270,15300,0,0,0,0,0,0,14980,16830,7077,25560,0,0,0,0,0,0,0,0,0,0,0,0,0,7908,0,0,0,0,0,7112,0,5134,0,8553,14680,8201
571.5095@9.62,685.2,4602,5923,6691,0,252.5,0,0,1119,4861,4071,4798,0,0,0,0,0,0,6888,6614,0,1757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600.6,365.1,0,227.5,1009,695.2
346.27003@9.64,2928,483.7,1211,394.9,0,340.4,17580,69390,2668,0,843,307.3,176.7,0,0,187.8,1145,298.5,0,337.8,0,152.8,0,163.6,1307,253.2,213.5,0,0,0,0,0,202.2,3140,15840,9051,0,4138,10610,5425,181.6,0,182.8,152.7,235.7,167.5,176.6,186.6
212.20485@9.62,4374,5876,4554,0,0,0,0,0,0,0,5801,0,2111,0,0,0,0,0,0,0,0,5720,0,0,0,0,0,0,0,0,0,0,0,0,0,3430,0,0,3161,0,0,0,0,0,0,6167,0,5742
288.28598@9.64,135400,232500,241300,236300,207200,258900,293700,256600,150200,217900,220300,237700,169300,288300,280900,300400,156600,263800,225800,260000,178000,249300,249100,258400,148800,256400,237600,273000,223600,0,192300,277700,289100,253900,302400,329500,221000,253800,275200,294100,11550,332900,242100,329400,183400,205700,248300,268200
530.27449@9.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204.6,0,119.5,0,0,0,0,0,168.9,0,0,170.3,133,113,0,0,0,0,0,0,2425,195.1,795.5,0,1324,195.2,631.7
374.26248@9.64,4079,3519,4885,4994,679.8,1834,4916,4903,1903,3665,4515,3693,0,0,541.8,1284,3008,5685,2647,4872,0,484.4,686,0,3283,3295,4474,4372,1074,368.7,0,0,685.1,0,1192,878,412,0,1091,963.7,0,918.7,1180,852.5,717.1,896.8,1129,1486
429.30404@9.65,0,0,0,0,2016,2626,4799,2079,0,0,0,0,1737,4101,5972,8325,259.7,272.6,0,0,1619,398.9,3328,879.5,424.4,0,975,0,1151,0,799.3,302.1,290.6,1877,1941,1950,0,1095,2220,2503,243.7,0,284.9,178.1,169.2,0,0,202.7
244.25577@9.65,0,0,0,0,10860,12280,36470,11480,0,0,0,0,9250,18490,13820,17450,7011,40100,0,15770,8411,18710,51670,64650,6930,15320,14560,14170,11960,21920,22880,20070,0,17830,25160,23450,24110,18620,17300,21300,19460,30810,54510,26030,42180,21080,40100,25610
332.40825@9.65,148.8,0,118.6,0,155.7,222.3,0,234.3,0,224.3,225.7,256.9,146.2,248,236.1,172,0,0,249.9,0,0,346.1,274.4,342.8,0,235.4,213.6,0,0,0,0,151.3,257.8,0,0,319,0,0,0,0,0,0,246.6,611.2,216.1,0,422.8,286.9
529.23819@9.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160.8,0,671.1,0,333.9,0,207.9,174.8,0,0,289.7,0,321.8,165.2,249.8,134.1,180.1,0,159.8,0,0,172.8,5951,520.9,3832,0,7273,702.1,3051
332.28455@9.66,1562,2158,2042,2230,11200,2417,3905,0,1525,1981,2934,2358,7995,17280,0,3943,2059,12940,2192,2885,8385,23380,23030,26390,1767,0,14640,3258,3004,23450,21340,16210,8009,4612,5296,5487,3951,4401,4381,5035,353.1,6131,6978,6106,2984,3144,6361,3942
766.39835@9.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389.7,356.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245.25132@9.67,1369,2002,1663,2615,2390,3112,2416,1764,0,3050,1832,1857,0,2185,5093,0,0,2840,2645,3516,1378,3737,3172,3978,0,0,3290,2858,0,1084,0,2500,2876,0,0,3633,0,0,0,0,1863,5342,6818,7206,4953,4710,8239,4916
272.25086@9.67,167000,228700,0,243300,70100,103900,104800,97670,174300,225600,233600,229500,74070,101800,108800,106600,151800,234100,244000,237500,74640,136800,141300,153000,163200,242000,235300,235300,69060,125200,123900,91200,60560,146000,93880,102000,174500,179000,85510,142800,187200,187200,137400,154700,58670,156400,133500,163000
254.23382@9.68,97160,137800,145000,142200,45080,68530,69070,62950,98780,136000,140000,142800,47220,68520,72600,71490,86940,143200,149700,141500,45400,90930,92480,104500,94610,149700,143600,143000,45750,83140,82760,60160,35220,95420,56030,59440,119700,122300,53100,92860,127800,130900,86360,101000,37280,106200,80530,103800
273.22935@9.67,0,0,0,0,10020,14620,15580,15680,0,0,0,0,10410,15080,15750,15980,20430,0,25050,28380,11160,19790,20370,24100,22160,36260,32290,32900,10270,16910,18440,13330,8142,23070,13200,14740,29220,27010,12080,20590,30550,29120,19670,19970,8984,20940,17590,21300
223.09424@9.68,676,0,456,548.4,0,526.1,0,0,517.6,0,643.2,0,617,493.7,453.6,588.8,664.5,440.8,0,403.7,486.8,528.9,0,539.9,0,484,446.9,417.5,624.9,546.1,455.5,0,88380,97960,131900,143500,105400,95570,139400,143100,98040,50640,106600,137200,113500,106700,127200,159400
390.30459@9.67,386.8,4052,2556,2666,408.7,81610,48810,66280,414,2937,2328,2807,326.1,7028,6784,7516,260.1,240.9,603.3,496,260.1,313.8,0,335.2,0,314.2,439.7,282.8,247.6,224.1,266.1,205.9,218.3,3597,5748,6674,168,3444,3652,4960,164.9,245.3,200.1,244.4,0,229.4,179.3,0
224.10235@9.68,1135,800.8,602.2,694.4,1272,967.4,1083,1007,861.4,642,0,657.9,1032,965.4,908.5,1040,1429,0,0,606.9,1189,706.1,755.1,730.4,1343,815.4,963.8,797.6,1325,825.4,789.9,905,8069,9733,12260,14320,22460,8428,29070,29580,10440,7118,11750,28920,24700,22280,12770,16320
429.31238@9.68,330.8,844.8,755.9,0,1527,4502,3406,2833,277.9,0,876,1810,2185,6327,9208,5034,338.2,305.5,831.5,260.2,1418,0,2110,1033,407.9,277.5,0,260.8,857.5,414.3,867.2,0,297.2,0,1285,2782,238.3,0,1614,0,0,219.4,0,351.1,0,0,242.1,0
242.10099@9.68,363.8,300.3,336.7,297.4,282.1,362.8,324,329.4,319.4,0,353,311.2,0,0,254.5,280.8,256.4,0,0,248.4,356.5,0,317,0,355,305.3,0,348,0,1738,0,0,6562,6328,7536,8827,3736,6244,7862,9049,7638,2300,6680,8035,8523,3730,7539,4788
528.23285@9.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.7,809.8,0,150.1,0,617,0,227.3,0,128.2,0,0,0,124.1,0,0
304.27617@9.69,0,0,0,1509,1664,963.9,1108,1095,0,0,0,0,2148,1104,1241,1104,1847,3075,0,3762,2109,1610,1475,2158,1585,3953,3736,3903,2542,1739,1631,1620,1899,1642,2837,1718,1294,1564,1508,1285,1376,2135,2905,0,1976,1554,2609,1732
328.99786@9.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,678.4,118.8,0,363.4,480.9,167.2,0,0,0,0,0,0,0,0
241.0965@9.69,235.7,0,412.2,368.2,0,394.1,0,331.9,0,275.6,346.6,0,0,252.4,0,201.3,326.9,6262,325,389,329.4,0,0,0,352.4,359,0,3771,314.4,3812,0,0,13300,14180,19560,20740,14090,13050,19300,19620,14010,7619,15240,18250,16270,14580,17260,21270
200.23097@9.71,34310,12480,11600,11690,15100,20210,19630,17840,15260,11150,11880,12910,14110,23620,20230,21600,11770,12020,11470,12340,12190,24700,22880,27170,11030,11720,12740,11140,15800,24290,25180,18990,27200,54280,44500,44990,47450,43570,36870,58440,46790,66940,59540,59810,33430,70080,56660,68600
208.08962@9.73,0,387.3,509.1,350.6,597,414.4,572.8,626.5,428.8,0,0,458.1,0,0,573.5,500.1,392.3,714.7,452.4,0,0,347.8,0,0,840.1,457.6,0,654.2,799.1,444.7,355.1,0,203300,77220,61490,0,0,63380,0,53540,0,0,0,0,0,0,0,0
251.99918@9.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,544.9,177.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279.98541@9.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,517.1,0,184.8,0,0,182.4,0,147.5,0,0,0,0,0,0,0,0
201.23118@9.71,0,978.5,1959,0,1589,2053,2076,1819,0,0,0,966.9,1420,2740,2793,2383,1366,0,827.2,1820,1255,2711,2302,3209,0,1622,1259,0,1603,2369,2938,1887,0,5630,5128,5131,5488,4486,4107,0,5331,8128,7084,5648,3929,7569,6651,7378
225.02514@9.73,0,0,0,0,0,153.8,0,0,121.9,0,0,0,0,0,0,294.5,0,176.3,0,0,0,0,0,414.3,215.1,146.8,204.1,120.4,395.9,261.1,0,0,0,8721,41670,0,46070,32900,39450,51350,39330,0,0,3106,0,16730,0,0
332.27891@9.72,0,0,0,0,7692,9988,12970,9481,0,0,0,0,6950,12190,10890,12470,7037,0,0,7791,6613,14430,15940,17730,5776,11270,10560,11880,10480,16670,14810,11510,6976,9581,11210,14310,8641,10050,11560,12430,361.9,15390,16310,9732,6483,5435,17100,5935
